GPS.x,GPS.y,Latitude,Longitude
259741.998,50246.4492,"0.451567564747965","36.842178142110164"
259719.772,50522.6047,"0.4540641898195","36.84197779563697"
260625.848,51099.7365,"0.459284446058086","36.85011339020529"
261009,52658,"0.473373654013935","36.853550067147694"
261028.474,52440.5,"0.471407305127092","36.853725564810325"
261384.623,52670.1531,"0.473484586520179","36.8569234029087"
261839.163,57713,"0.519078138515921","36.86099078237456"
261839.163,57713,"0.519078138515921","36.86099078237456"
262162.001,58106.7246,"0.5226387932813","36.86388893253916"
262730.427,58402.3851,"0.525313623237681","36.86899298175829"
262730.427,58402.3851,"0.525313623237681","36.86899298175829"
262676,56222,"0.505600541517744","36.86851077086532"
262676,56222,"0.505600541517744","36.86851077086532"
263083.927,56346.4075,"0.506726532194191","36.87217393930961"
262496.79,55454.7287,"0.498663095497019","36.8669035745104"
262442.329,55425.8987,"0.498402282622224","36.86641455373166"
261850.104,57090.7237,"0.513452184858264","36.86109093234408"
262220.782,57702.9317,"0.518988283744613","36.86441807172315"
261259.629,54939.9495,"0.494005347892329","36.85579438402845"
261554.785,55534,"0.499377002913766","36.85844337343172"
261554.785,55534,"0.499377002913766","36.85844337343172"
261843.261,53409.8092,"0.480173091053462","36.861040241704984"
261880.495,52595.4375,"0.472810477103357","36.86137691637794"
262357.468,52616.9223,"0.473006056611035","36.865660446584364"
262822.782,52819.0683,"0.47483496569303","36.86983877948733"
263224.928,52813.1261,"0.474782368233474","36.87345040128891"
264710.713,53228.1925,"0.478539182541312","36.88679290805738"
264882.138,54086,"0.486295221182362","36.88833005844773"
264071.42,53477.6031,"0.480792334318017","36.88105077885441"
263148.01,53474.5,"0.480761667063269","36.87275776275979"
263239.195,54154.2034,"0.486907160623709","36.8735747565104"
262839.975,54544.5743,"0.490435370455139","36.86998830412068"
263699,55224,"0.496580593240077","36.87770113275641"
263367.284,56195.9813,"0.505367365714939","36.87471918096917"
261769.249,52843,"0.475048371951255","36.860377151122734"
261728.377,52487.1196,"0.471830751372605","36.86001108190866"
259952.058,50066.2338,"0.449938826199647","36.84406509616392"
259749.926,50324.7474,"0.452275469892079","36.842249130288536"
259674.722,50801.5,"0.456585522030188","36.84157246362831"
259809.143,53753.7379,"0.483276692109024","36.84277141030935"
258844.347,51474.4669,"0.462667422103282","36.83411334673165"
258834.954,51592.0548,"0.463730486934916","36.834028667220025"
260349.055,53115.227,"0.47750553682423","36.84762200776356"
261265.371,51954.0505,"0.467010003754024","36.855854419475264"
260694.357,52502.3762,"0.471965785311474","36.85072478350398"
261016.029,52467.8892,"0.471654894234762","36.85361372342931"
260490.373,51807,"0.465678379435901","36.8488947952862"
259995.925,53840.472,"0.484061384168214","36.8444485901458"
260440.844,55057.0855,"0.4950619562205","36.84844074468628"
261107.432,56554.1075,"0.508598407118594","36.854422761570035"
261107.432,56554.1075,"0.508598407118594","36.854422761570035"
261935.186,58028.3163,"0.521929203392972","36.86185218317621"
2622114.36,57977.4671,"0.493872448854591","57.72746912953566"
262601.213,58291.5548,"0.52431120360575","36.86783286740692"
262730.153,58045.5,"0.522087014850976","36.86899161682924"
262730.153,58045.5,"0.522087014850976","36.86899161682924"
262030.679,56986,"0.512505928145054","36.862712960923396"
261722.93,52281.1511,"0.469968580327076","36.85996273512344"
261923,52338,"0.47048310778065","36.86175935869348"
264940.275,53360.001,"0.47973152516337","36.88885422139702"
264940.275,53360.001,"0.47973152516337","36.88885422139702"
264057.319,53499.6466,"0.480991591938895","36.880924077442"
263527.64,53497.9399,"0.48097466382496","36.87616709896687"
263527.64,53497.9399,"0.48097466382496","36.87616709896687"
263034.167,54895.9101,"0.4936123743887","36.871731300196224"
263034.167,54895.9101,"0.4936123743887","36.871731300196224"
263099.718,55942,"0.503070312457498","36.87231695187464"
263099.718,55942,"0.503070312457498","36.87231695187464"
262857.34,55605,"0.500022765083826","36.87014117814142"
262857.34,55605,"0.500022765083826","36.87014117814142"
262609,55365,"0.497852187098767","36.867911576660475"
262609,55365,"0.497852187098767","36.867911576660475"
